timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-04-13T03:30:47,codecarbon,f8994f2a-6c7c-4ed5-9041-a031d0ea3f5b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,24.360509399994044,4.854426084624084e-06,1.9927440780960318e-07,3.36013000064,0.0,10.0,2.1743059698053197e-05,0.0,6.488279166660504e-05,8.662585136465823e-05,0.0,France,FRA,île-de-france,Windows-10-10.0.26200-SP0,3.11.9,3.2.3,8,Intel(R) Core(TM) Ultra 7 256V,2.3494,48.8558,15.599319458007812,machine,0.0,0,83.90909090909093,13.08974768898704,N,1.0,0.0,,
2026-04-13T06:20:06,codecarbon,ef6df393-eaa4-4bb1-8a5c-f3abb76de543,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29.44747320000897,6.153398989416326e-06,2.089618673772815e-07,3.8896149421485715,0.0,10.0,3.0794043850312694e-05,0.0,7.901160916662776e-05,0.00010980565301694044,0.0,France,FRA,île-de-france,Windows-10-10.0.26200-SP0,3.11.9,3.2.3,8,Intel(R) Core(TM) Ultra 7 256V,2.3494,48.8558,15.599319458007812,machine,0.0,0,82.33703703703706,12.845053213614005,N,1.0,0.0,,
